,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2650,2019-M-DC-2019-FLS-M-CAN-ESP-01,Davis Cup Finals F: CAN vs ESP,Hard,4,D,20191124,2,104745,,,Rafael Nadal,L,185.0,ESP,33.459274469499995,133430,,,Denis Shapovalov,L,,CAN,20.594113620799998,6-3 7-6(7),3,RR,115.0,7.0,1.0,74.0,51.0,42.0,13.0,11.0,1.0,1.0,4.0,1.0,76.0,49.0,38.0,10.0,10.0,5.0,6.0,1.0,9985.0,15.0,2050.0
2651,2019-M-DC-2019-FLS-M-GBR-ESP-01,Davis Cup Finals SF: GBR vs ESP,Hard,4,D,20191123,1,106378,,,Kyle Edmund,R,,GBR,24.859685147199997,103852,,,Feliciano Lopez,L,188.0,ESP,38.160164271,6-3 7-6(3),3,RR,81.0,9.0,0.0,67.0,46.0,34.0,16.0,11.0,2.0,2.0,8.0,3.0,57.0,37.0,30.0,9.0,10.0,1.0,2.0,69.0,800.0,62.0,888.0
2652,2019-M-DC-2019-FLS-M-GBR-ESP-01,Davis Cup Finals SF: GBR vs ESP,Hard,4,D,20191123,2,104745,,,Rafael Nadal,L,185.0,ESP,33.459274469499995,105554,,,Daniel Evans,R,175.0,GBR,29.4893908282,6-4 6-0,3,RR,85.0,9.0,0.0,46.0,29.0,24.0,11.0,8.0,0.0,0.0,4.0,2.0,59.0,43.0,24.0,5.0,8.0,5.0,9.0,1.0,9985.0,42.0,1124.0
2653,2019-M-DC-2019-FLS-M-GBR-GER-01,Davis Cup Finals QF: GBR vs GER,Hard,4,D,20191122,1,106378,,,Kyle Edmund,R,,GBR,24.859685147199997,104259,,,Philipp Kohlschreiber,R,178.0,GER,36.090349076,6-3 7-5,3,RR,82.0,12.0,0.0,57.0,37.0,30.0,15.0,11.0,2.0,3.0,3.0,0.0,58.0,38.0,24.0,10.0,10.0,2.0,5.0,69.0,800.0,79.0,665.0
2654,2019-M-DC-2019-FLS-M-GBR-GER-01,Davis Cup Finals QF: GBR vs GER,Hard,4,D,20191122,2,105554,,,Daniel Evans,R,175.0,GBR,29.4893908282,105526,,,Jan Lennard Struff,R,,GER,29.5660506502,7-6(6) 3-6 7-6(2),3,RR,141.0,10.0,0.0,108.0,70.0,47.0,26.0,17.0,3.0,6.0,17.0,0.0,110.0,59.0,49.0,25.0,16.0,4.0,5.0,42.0,1124.0,35.0,1245.0
2655,2019-M-DC-2019-FLS-M-RUS-CAN-01,Davis Cup Finals SF: RUS vs CAN,Hard,4,D,20191123,1,126094,,,Andrey Rublev,R,,RUS,22.078028747399998,105577,,,Vasek Pospisil,R,193.0,CAN,29.4045174538,6-4 6-4,3,RR,85.0,3.0,3.0,67.0,44.0,37.0,9.0,10.0,5.0,6.0,16.0,3.0,65.0,44.0,29.0,7.0,10.0,4.0,7.0,23.0,1584.0,150.0,360.0
2656,2019-M-DC-2019-FLS-M-RUS-CAN-01,Davis Cup Finals SF: RUS vs CAN,Hard,4,D,20191123,2,133430,,,Denis Shapovalov,L,,CAN,20.594113620799998,111575,,,Karen Khachanov,R,,RUS,23.4934976044,6-4 4-6 6-4,3,RR,110.0,11.0,6.0,93.0,58.0,46.0,14.0,15.0,5.0,7.0,5.0,2.0,85.0,59.0,42.0,14.0,15.0,2.0,5.0,15.0,2050.0,17.0,1840.0
2657,2019-M-DC-2019-FLS-M-SRB-RUS-01,Davis Cup Finals QF: SRB vs RUS,Hard,4,D,20191122,1,126094,,,Andrey Rublev,R,,RUS,22.078028747399998,105936,,,Filip Krajinovic,R,185.0,SRB,27.723477070500003,6-1 6-2,3,RR,52.0,13.0,0.0,45.0,33.0,27.0,7.0,8.0,3.0,3.0,2.0,1.0,42.0,25.0,14.0,6.0,7.0,2.0,6.0,23.0,1584.0,40.0,1148.0
2658,2019-M-DC-2019-FLS-M-SRB-RUS-01,Davis Cup Finals QF: SRB vs RUS,Hard,4,D,20191122,2,104925,,,Novak Djokovic,R,188.0,SRB,32.4928131417,111575,,,Karen Khachanov,R,,RUS,23.4934976044,6-3 6-3,3,RR,74.0,11.0,0.0,54.0,38.0,31.0,8.0,9.0,2.0,2.0,4.0,1.0,54.0,35.0,22.0,9.0,9.0,1.0,4.0,2.0,9145.0,17.0,1840.0
2659,2019-M-DC-2019-G1-AM-M-BRA-BAR-01,Davis Cup G1 R1: BRA vs BAR,Clay,4,D,20190913,1,105985,,,Darian King,R,,BAR,27.370294319,110778,,,Joao Lucas Magalhaes Hueb De Menezes,R,,BRA,22.726899384,3-6 6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,,169.0,304.0,194.0,249.0
2661,2019-M-DC-2019-G1-AM-M-BRA-BAR-01,Davis Cup G1 R1: BRA vs BAR,Clay,4,D,20190913,4,106329,,,Thiago Monteiro,L,,BRA,25.2758384668,105985,,,Darian King,R,,BAR,27.370294319,6-4 7-6(6),3,RR,,,,,,,,,,,,,,,,,,,,101.0,551.0,169.0,304.0
2662,2019-M-DC-2019-G1-AM-M-DOM-URU-01,Davis Cup G1 R1: DOM vs URU,Clay,4,D,20190914,1,104655,,,Pablo Cuevas,R,180.0,URU,33.6865160849,106232,,,Roberto Cid,R,,DOM,26.0260095825,6-1 6-4,3,RR,,,,,,,,,,,,,,,,,,,,44.0,1058.0,281.0,154.0
2664,2019-M-DC-2019-G1-AM-M-DOM-URU-01,Davis Cup G1 R1: DOM vs URU,Clay,4,D,20190914,4,104655,,,Pablo Cuevas,R,180.0,URU,33.6865160849,105497,,,Jose Hernandez,U,,DOM,29.492128679,7-5 6-0,3,RR,,,,,,,,,,,,,,,,,,,,44.0,1058.0,261.0,178.0
2668,2019-M-DC-2019-G1-AO-M-CHN-KOR-01,Davis Cup G1 R1: CHN vs KOR,Hard,4,D,20190914,1,126952,,,Soon Woo Kwon,R,,KOR,21.7686516085,111190,,,Zhizhen Zhang,U,,CHN,22.8966461328,7-6(4) 6-7(4) 7-5,3,RR,,,,,,,,,,,,,,,,,,,,81.0,665.0,227.0,213.0
2669,2019-M-DC-2019-G1-AO-M-CHN-KOR-01,Davis Cup G1 R1: CHN vs KOR,Hard,4,D,20190914,2,106227,,,Ji Sung Nam,R,,KOR,26.0670773443,104810,,,Zhe Li,R,,CHN,32.9691991786,7-6(1) 7-6(0),3,RR,,,,,,,,,,,,,,,,,,,,301.0,135.0,210.0,231.0
2670,2019-M-DC-2019-G1-AO-M-CHN-KOR-01,Davis Cup G1 R1: CHN vs KOR,Hard,4,D,20190914,4,126952,,,Soon Woo Kwon,R,,KOR,21.7686516085,105339,,,Yan Bai,R,,CHN,30.302532512,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,81.0,665.0,222.0,217.0
2672,2019-M-DC-2019-G1-AO-M-UZB-LBN-01,Davis Cup G1 R1: UZB vs LBN,Clay,4,D,20190913,2,133975,,,Benjamin Hassan,U,,GER,24.594113620799998,126939,,,Khumoun Sultanov,U,,UZB,20.8678986995,2-6 6-3 7-5,3,RR,,,,,,,,,,,,,,,,,,,,303.0,133.0,383.0,95.0
2673,2019-M-DC-2019-G1-AO-M-UZB-LBN-01,Davis Cup G1 R1: UZB vs LBN,Clay,4,D,20190913,4,133975,,,Benjamin Hassan,U,,GER,24.594113620799998,122109,,,Sanjar Fayziev,U,,UZB,25.1143052704,2-6 6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,303.0,133.0,362.0,102.0
2675,2019-M-DC-2019-G1-EPA-M-AUT-FIN-01,Davis Cup G1 R1: AUT vs FIN,Hard,4,D,20190913,1,106233,,,Dominic Thiem,R,185.0,AUT,26.0150581793,126609,,,Patrik Niklas Salminen,U,,FIN,22.5133470226,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,5.0,4575.0,551.0,46.0
2676,2019-M-DC-2019-G1-EPA-M-AUT-FIN-01,Davis Cup G1 R1: AUT vs FIN,Hard,4,D,20190913,2,200325,,,Emil Ruusuvuori,R,,FIN,20.438056125899998,124116,,,Sebastian Ofner,R,,AUT,23.3264887064,6-3 6-4,3,RR,,,,,,,,,,,,,,,,,,,,163.0,318.0,161.0,323.0
2677,2019-M-DC-2019-G1-EPA-M-AUT-FIN-01,Davis Cup G1 R1: AUT vs FIN,Hard,4,D,20190913,4,200325,,,Emil Ruusuvuori,R,,FIN,20.438056125899998,106233,,,Dominic Thiem,R,185.0,AUT,26.0150581793,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,163.0,318.0,5.0,4575.0
2681,2019-M-DC-2019-G1-EPA-M-CZE-BIH-01,Davis Cup G1 R1: CZE vs BIH,Hard,4,D,20190914,4,105806,,,Mirza Basic,R,,BIH,28.161533196399997,106210,,,Jiri Vesely,L,,CZE,26.1656399726,7-6(7) 6-3,3,RR,,,,,,,,,,,,,,,,,,,,220.0,219.0,131.0,421.0
2683,2019-M-DC-2019-G1-EPA-M-HUN-UKR-01,Davis Cup G1 R1: HUN vs UKR,Clay,4,D,20190914,1,104660,,,Sergiy Stakhovsky,R,193.0,UKR,33.6728268309,105226,,,Attila Balazs,R,180.0,HUN,30.9486652977,6-4 6-3,3,RR,,,,,,,,,,,,,,,,,,,,147.0,371.0,136.0,411.0
2684,2019-M-DC-2019-G1-EPA-M-HUN-UKR-01,Davis Cup G1 R1: HUN vs UKR,Clay,4,D,20190914,2,105916,,,Marton Fucsovics,R,,HUN,27.5838466804,105011,,,Illya Marchenko,R,185.0,UKR,32.0027378508,6-3 6-2,3,RR,,,,,,,,,,,,,,,,,,,,65.0,885.0,371.0,98.0
2685,2019-M-DC-2019-G1-EPA-M-HUN-UKR-01,Davis Cup G1 R1: HUN vs UKR,Clay,4,D,20190914,4,104660,,,Sergiy Stakhovsky,R,193.0,UKR,33.6728268309,105916,,,Marton Fucsovics,R,,HUN,27.5838466804,5-7 6-3 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,147.0,371.0,65.0,885.0
2686,2019-M-DC-2019-G1-EPA-M-HUN-UKR-01,Davis Cup G1 R1: HUN vs UKR,Clay,4,D,20190914,5,105226,,,Attila Balazs,R,180.0,HUN,30.9486652977,105011,,,Illya Marchenko,R,185.0,UKR,32.0027378508,6-4 7-5,3,RR,,,,,,,,,,,,,,,,,,,,136.0,411.0,371.0,98.0
2687,2019-M-DC-2019-G1-EPA-M-POR-BLR-01,Davis Cup G1 R1: POR vs BLR,Hard,4,D,20190913,1,105311,,,Joao Sousa,R,185.0,POR,30.4449007529,125802,,,Ilya Ivashka,R,,BLR,25.5386721424,4-6 6-1 6-2,3,RR,,,,,,,,,,,,,,,,,,,,64.0,891.0,135.0,411.0
2688,2019-M-DC-2019-G1-EPA-M-POR-BLR-01,Davis Cup G1 R1: POR vs BLR,Hard,4,D,20190913,2,106078,,,Egor Gerasimov,R,,BLR,26.8254620123,106249,,,Joao Domingues,R,,POR,25.9274469541,6-2 6-3,3,RR,,,,,,,,,,,,,,,,,,,,119.0,468.0,179.0,276.0
2689,2019-M-DC-2019-G1-EPA-M-POR-BLR-01,Davis Cup G1 R1: POR vs BLR,Hard,4,D,20190913,4,106078,,,Egor Gerasimov,R,,BLR,26.8254620123,105311,,,Joao Sousa,R,185.0,POR,30.4449007529,7-6(3) 6-4,3,RR,,,,,,,,,,,,,,,,,,,,119.0,468.0,64.0,891.0
2690,2019-M-DC-2019-G1-EPA-M-POR-BLR-01,Davis Cup G1 R1: POR vs BLR,Hard,4,D,20190913,5,125802,,,Ilya Ivashka,R,,BLR,25.5386721424,105155,,,Pedro Sousa,R,180.0,POR,31.285420944600002,6-4 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,135.0,411.0,123.0,451.0
2691,2019-M-DC-2019-G1-EPA-M-SUI-SVK-01,Davis Cup G1 R1: SUI vs SVK,Clay,4,D,20190913,1,105757,,,Sandro Ehrat,R,180.0,SUI,28.394250513299998,105373,,,Martin Klizan,L,190.0,SVK,30.1629021218,6-2 7-6(7),3,RR,,,,,,,,,,,,,,,,,,,,286.0,144.0,90.0,604.0
2692,2019-M-DC-2019-G1-EPA-M-SUI-SVK-01,Davis Cup G1 R1: SUI vs SVK,Clay,4,D,20190913,2,105413,,,Andrej Martin,R,180.0,SVK,29.968514715900003,105967,,,Henri Laaksonen,R,,SUI,27.4414784394,6-2 4-6 7-5,3,RR,,,,,,,,,,,,,,,,,,,,114.0,483.0,110.0,517.0
2693,2019-M-DC-2019-G1-EPA-M-SUI-SVK-01,Davis Cup G1 R1: SUI vs SVK,Clay,4,D,20190913,4,105613,,,Norbert Gombos,R,,SVK,29.073237508600002,105967,,,Henri Laaksonen,R,,SUI,27.4414784394,6-1 6-1,3,RR,,,,,,,,,,,,,,,,,,,,117.0,472.0,110.0,517.0
2694,2019-M-DC-2019-G1-EPA-M-SWE-ISR-01,Davis Cup G1 R1: SWE vs ISR,Hard,4,D,20190913,1,144707,,,Mikael Ymer,R,,SWE,20.9993155373,122548,,,Edan Leshem,U,,ISR,22.4750171116,6-3 7-5,3,RR,,,,,,,,,,,,,,,,,,,,106.0,543.0,395.0,91.0
2695,2019-M-DC-2019-G1-EPA-M-SWE-ISR-01,Davis Cup G1 R1: SWE vs ISR,Hard,4,D,20190913,2,105436,,,Markus Eriksson,R,,SWE,29.7768651608,104534,,,Dudi Sela,R,175.0,ISR,34.431211499,7-6(6) 6-0,3,RR,,,,,,,,,,,,,,,,,,,,280.0,155.0,146.0,373.0
2706,2019-M-DC-2019-G2-AM-M-PER-ESA-01,Davis Cup G2 R1: PER vs ESA,Hard,4,D,20190405,2,105656,,,Marcelo Arevalo,R,,ESA,28.454483230700003,126190,,,Nicolas Alvarez,R,,PER,22.8117727584,6-4 6-2,3,RR,,,,,,,,,,,,,,,,,,,,262.0,171.0,518.0,9.0
2707,2019-M-DC-2019-G2-AM-M-PER-ESA-01,Davis Cup G2 R1: PER vs ESA,Hard,4,D,20190405,4,105656,,,Marcelo Arevalo,R,,ESA,28.454483230700003,122669,,,Juan Pablo Varillas Patino Samudio,R,,PER,23.485284051999997,6-7(4) 6-4 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,262.0,171.0,345.0,66.0
2722,2019-M-DC-2019-G2-EPA-M-EGY-SLO-01,Davis Cup G2 R1: EGY vs SLO,Clay,4,D,20190913,1,105379,,,Aljaz Bedene,R,181.0,SLO,30.143737166300003,105747,,,Karim Mohamed Maamoun,R,,EGY,28.4188911704,7-5 4-1 RET,3,RR,,,,,,,,,,,,,,,,,,,,75.0,765.0,361.0,103.0
2723,2019-M-DC-2019-G2-EPA-M-EGY-SLO-01,Davis Cup G2 R1: EGY vs SLO,Clay,4,D,20190913,2,105633,,,Mohamed Safwat,R,183.0,EGY,28.9719370294,105641,,,Blaz Rola,L,,SLO,28.9281314168,6-4 1-6 7-6(4),3,RR,,,,,,,,,,,,,,,,,,,,239.0,197.0,133.0,416.0
2724,2019-M-DC-2019-G2-EPA-M-EGY-SLO-01,Davis Cup G2 R1: EGY vs SLO,Clay,4,D,20190913,4,105379,,,Aljaz Bedene,R,181.0,SLO,30.143737166300003,105633,,,Mohamed Safwat,R,183.0,EGY,28.9719370294,7-5 7-5,3,RR,,,,,,,,,,,,,,,,,,,,75.0,765.0,239.0,197.0
2725,2019-M-DC-2019-G2-EPA-M-LTU-MAR-01,Davis Cup G2 R1: LTU vs MAR,Clay,4,D,20190405,1,105575,,,Ricardas Berankis,R,175.0,LTU,28.7775496235,125842,,,Adam Moundir,U,,SUI,23.931553730300003,6-2 7-6(5),3,RR,,,,,,,,,,,,,,,,,,,,98.0,601.0,,
2732,2019-M-DC-2019-G2-EPA-M-ROU-ZIM-01,Davis Cup G2 R1: ROU vs ZIM,Hard,4,D,20190405,1,111761,,,Benjamin Lock,R,,ZIM,26.0752908966,105657,,,Marius Copil,R,193.0,ROU,28.454483230700003,6-4 7-5,3,RR,,,,,,,,,,,,,,,,,,,,546.0,7.0,80.0,698.0
2738,2019-M-DC-2019-G2-EPA-M-RSA-BUL-01,Davis Cup G2 R1: RSA vs BUL,Hard,4,D,20190913,4,144750,,,Lloyd George Muirhead Harris,R,,RSA,22.5379876797,106220,,,Dimitar Kuzmanov,R,,BUL,26.116358658499998,6-3 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,113.0,510.0,324.0,122.0
2740,2019-M-DC-2019-QLS-M-AUS-BIH-01,Davis Cup QLS R1: AUS vs BIH,Hard,4,D,20190201,1,105357,,,John Millman,R,183.0,AUS,29.623545516799997,106000,,,Damir Dzumhur,R,172.0,BIH,26.6913073238,6-3 6-2,3,RR,71.0,4.0,1.0,55.0,30.0,21.0,15.0,9.0,6.0,8.0,2.0,1.0,48.0,24.0,11.0,9.0,8.0,2.0,7.0,36.0,1108.0,52.0,905.0
2741,2019-M-DC-2019-QLS-M-AUS-BIH-01,Davis Cup QLS R1: AUS vs BIH,Hard,4,D,20190201,2,200282,,,Alex De Minaur,R,,AUS,19.945242984300002,105806,,,Mirza Basic,R,,BIH,27.548254620100003,6-3 7-6(0),3,RR,87.0,5.0,2.0,76.0,58.0,44.0,10.0,11.0,7.0,8.0,5.0,1.0,62.0,42.0,30.0,8.0,10.0,2.0,4.0,28.0,1443.0,99.0,589.0
2742,2019-M-DC-2019-QLS-M-AUS-BIH-01,Davis Cup QLS R1: AUS vs BIH,Hard,4,D,20190201,4,200615,,,Alexei Popyrin,R,,AUS,19.482546201199998,123983,,,Nerman Fatic,U,,BIH,24.2628336756,6-1 7-6(2),3,RR,60.0,8.0,0.0,52.0,31.0,25.0,16.0,10.0,1.0,2.0,3.0,6.0,61.0,38.0,23.0,8.0,9.0,3.0,6.0,124.0,450.0,,
2743,2019-M-DC-2019-QLS-M-AUT-CHI-01,Davis Cup QLS R1: AUT vs CHI,Clay,4,D,20190201,1,111797,,,Nicolas Jarry,R,,CHI,23.2991101985,200514,,,Jurij Rodionov,U,,AUT,19.704312115,7-5 7-5,3,RR,91.0,6.0,0.0,66.0,46.0,36.0,13.0,12.0,0.0,0.0,5.0,4.0,71.0,41.0,32.0,15.0,12.0,4.0,6.0,41.0,1015.0,197.0,262.0
2744,2019-M-DC-2019-QLS-M-AUT-CHI-01,Davis Cup QLS R1: AUT vs CHI,Clay,4,D,20190201,2,110602,,,Dennis Novak,R,,AUT,25.4182067077,106426,,,Christian Garin,R,,CHI,22.6639288159,6-4 6-4,3,RR,104.0,4.0,0.0,77.0,52.0,34.0,12.0,10.0,4.0,6.0,1.0,3.0,77.0,44.0,25.0,14.0,10.0,10.0,14.0,154.0,352.0,95.0,610.0
2745,2019-M-DC-2019-QLS-M-AUT-CHI-01,Davis Cup QLS R1: AUT vs CHI,Clay,4,D,20190201,4,111797,,,Nicolas Jarry,R,,CHI,23.2991101985,110602,,,Dennis Novak,R,,AUT,25.4182067077,6-4 3-6 7-6(2),3,RR,115.0,13.0,0.0,89.0,60.0,53.0,12.0,16.0,5.0,6.0,1.0,2.0,91.0,60.0,45.0,18.0,15.0,4.0,5.0,41.0,1015.0,154.0,352.0
2746,2019-M-DC-2019-QLS-M-AUT-CHI-01,Davis Cup QLS R1: AUT vs CHI,Clay,4,D,20190201,5,106426,,,Christian Garin,R,,CHI,22.6639288159,200514,,,Jurij Rodionov,U,,AUT,19.704312115,6-2 6-1,3,RR,73.0,4.0,3.0,51.0,31.0,24.0,11.0,8.0,2.0,2.0,3.0,3.0,70.0,48.0,23.0,11.0,7.0,8.0,12.0,95.0,610.0,197.0,262.0
2747,2019-M-DC-2019-QLS-M-BEL-BRA-01,Davis Cup QLS R1: BEL vs BRA,Clay,4,D,20190201,1,106329,,,Thiago Monteiro,L,,BRA,24.662559890500003,105963,,,Arthur De Greef,R,,BEL,26.8391512663,6-3 6-2,3,RR,67.0,3.0,0.0,50.0,37.0,29.0,8.0,9.0,0.0,0.0,9.0,1.0,47.0,26.0,18.0,8.0,8.0,2.0,5.0,107.0,533.0,202.0,253.0
2748,2019-M-DC-2019-QLS-M-BEL-BRA-01,Davis Cup QLS R1: BEL vs BRA,Clay,4,D,20190201,2,106293,,,Kimmer Coppejans,R,,BEL,24.9719370294,104297,,,Rogerio Dutra Silva,R,178.0,BRA,34.984257358,6-4 6-4,3,RR,104.0,0.0,0.0,66.0,49.0,34.0,12.0,10.0,0.0,0.0,4.0,3.0,66.0,38.0,26.0,14.0,10.0,5.0,7.0,195.0,265.0,139.0,407.0
2749,2019-M-DC-2019-QLS-M-BEL-BRA-01,Davis Cup QLS R1: BEL vs BRA,Clay,4,D,20190201,4,106293,,,Kimmer Coppejans,R,,BEL,24.9719370294,106329,,,Thiago Monteiro,L,,BRA,24.662559890500003,6-3 6-4,3,RR,86.0,6.0,2.0,66.0,42.0,33.0,12.0,10.0,8.0,9.0,4.0,2.0,50.0,33.0,22.0,7.0,9.0,0.0,3.0,195.0,265.0,107.0,533.0
2750,2019-M-DC-2019-QLS-M-CAN-SVK-01,Davis Cup QLS R1: CAN vs SVK,Clay,4,D,20190201,1,133430,,,Denis Shapovalov,L,,CAN,19.7891854894,106110,,,Filip Horansky,R,,SVK,26.056125941100003,6-4 7-5,3,RR,82.0,4.0,4.0,65.0,47.0,38.0,10.0,11.0,3.0,3.0,2.0,2.0,60.0,43.0,30.0,11.0,11.0,4.0,6.0,25.0,1485.0,219.0,235.0
2751,2019-M-DC-2019-QLS-M-CAN-SVK-01,Davis Cup QLS R1: CAN vs SVK,Clay,4,D,20190201,2,105373,,,Martin Klizan,L,190.0,SVK,29.5496235455,200000,,,Felix Auger Aliassime,R,,CAN,18.4722792608,7-5 6-3,3,RR,96.0,2.0,2.0,54.0,33.0,23.0,13.0,11.0,3.0,5.0,3.0,2.0,69.0,53.0,27.0,9.0,10.0,5.0,10.0,38.0,1066.0,106.0,541.0
2752,2019-M-DC-2019-QLS-M-CAN-SVK-01,Davis Cup QLS R1: CAN vs SVK,Clay,4,D,20190201,4,133430,,,Denis Shapovalov,L,,CAN,19.7891854894,105373,,,Martin Klizan,L,190.0,SVK,29.5496235455,7-6(4) 6-4,3,RR,105.0,6.0,3.0,78.0,57.0,40.0,11.0,11.0,2.0,3.0,0.0,1.0,80.0,65.0,42.0,8.0,11.0,4.0,6.0,25.0,1485.0,38.0,1066.0
2753,2019-M-DC-2019-QLS-M-CAN-SVK-01,Davis Cup QLS R1: CAN vs SVK,Clay,4,D,20190201,5,200000,,,Felix Auger Aliassime,R,,CAN,18.4722792608,105613,,,Norbert Gombos,R,,SVK,28.4599589322,6-3 6-4,3,RR,88.0,6.0,2.0,68.0,56.0,43.0,4.0,10.0,2.0,2.0,3.0,1.0,46.0,28.0,18.0,13.0,9.0,2.0,4.0,106.0,541.0,255.0,185.0
2754,2019-M-DC-2019-QLS-M-CZE-NED-01,Davis Cup QLS R1: CZE vs NED,Hard,4,D,20190201,1,106210,,,Jiri Vesely,L,,CZE,25.5523613963,134868,,,Tallon Griekspoor,R,,NED,22.573579739899998,5-7 6-4 6-4,3,RR,144.0,6.0,5.0,96.0,70.0,49.0,13.0,16.0,3.0,6.0,9.0,1.0,102.0,79.0,54.0,9.0,16.0,5.0,9.0,97.0,598.0,211.0,244.0
2755,2019-M-DC-2019-QLS-M-CZE-NED-01,Davis Cup QLS R1: CZE vs NED,Hard,4,D,20190201,2,104898,,,Robin Haase,R,190.0,NED,31.813826146500002,104586,,,Lukas Rosol,R,196.0,CZE,33.5140314853,6-2 6-4,3,RR,67.0,7.0,0.0,46.0,30.0,27.0,10.0,9.0,0.0,0.0,1.0,3.0,54.0,32.0,18.0,13.0,9.0,3.0,6.0,54.0,895.0,140.0,399.0
2757,2019-M-DC-2019-QLS-M-GER-HUN-01,Davis Cup QLS R1: GER vs HUN,Hard,4,D,20190201,1,104259,,,Philipp Kohlschreiber,R,178.0,GER,35.2854209446,200436,,,Zsombor Piros,U,,HUN,19.2936344969,6-7(6) 7-5 6-4,3,RR,159.0,6.0,0.0,112.0,75.0,49.0,24.0,17.0,7.0,10.0,4.0,0.0,117.0,82.0,53.0,17.0,17.0,7.0,12.0,32.0,1250.0,371.0,49.0
2761,2019-M-DC-2019-QLS-M-ITA-IND-01,Davis Cup QLS R1: ITA vs IND,Grass,4,D,20190201,1,104312,,,Andreas Seppi,R,190.0,ITA,34.9349760438,106368,,,Ramkumar Ramanathan,R,,IND,24.221765913800002,6-4 6-2,3,RR,71.0,3.0,2.0,57.0,33.0,27.0,13.0,9.0,2.0,2.0,8.0,6.0,66.0,39.0,24.0,11.0,9.0,5.0,8.0,37.0,1080.0,133.0,425.0
2762,2019-M-DC-2019-QLS-M-ITA-IND-01,Davis Cup QLS R1: ITA vs IND,Grass,4,D,20190201,2,126610,,,Matteo Berrettini,R,,ITA,22.7953456537,105432,,,Prajnesh Gunneswaran,L,,IND,29.210130047899998,6-4 6-3,3,RR,57.0,6.0,0.0,46.0,32.0,25.0,12.0,10.0,0.0,0.0,0.0,0.0,59.0,43.0,28.0,7.0,9.0,4.0,7.0,53.0,904.0,102.0,550.0
2763,2019-M-DC-2019-QLS-M-ITA-IND-01,Davis Cup QLS R1: ITA vs IND,Grass,4,D,20190201,4,104312,,,Andreas Seppi,R,190.0,ITA,34.9349760438,105432,,,Prajnesh Gunneswaran,L,,IND,29.210130047899998,6-1 6-4,3,RR,62.0,7.0,1.0,47.0,28.0,25.0,12.0,9.0,0.0,0.0,1.0,0.0,69.0,42.0,25.0,13.0,8.0,11.0,14.0,37.0,1080.0,102.0,550.0
2764,2019-M-DC-2019-QLS-M-JPN-CHN-01,Davis Cup QLS R1: JPN vs CHN,Hard,4,D,20190201,1,104810,,,Zhe Li,R,,CHN,32.3559206023,106415,,,Yoshihito Nishioka,L,,JPN,23.337440109499997,6-3 6-2,3,RR,92.0,1.0,2.0,58.0,35.0,24.0,12.0,9.0,1.0,3.0,0.0,1.0,54.0,32.0,15.0,10.0,8.0,2.0,7.0,262.0,177.0,66.0,758.0
2765,2019-M-DC-2019-QLS-M-JPN-CHN-01,Davis Cup QLS R1: JPN vs CHN,Hard,4,D,20190201,2,106121,,,Taro Daniel,R,,JPN,26.0013689254,105585,,,Ze Zhang,R,,CHN,28.569472963699997,7-6(3) 6-4,3,RR,107.0,2.0,4.0,75.0,42.0,29.0,17.0,11.0,5.0,7.0,8.0,5.0,80.0,58.0,38.0,9.0,11.0,6.0,9.0,69.0,726.0,208.0,247.0
2767,2019-M-DC-2019-QLS-M-JPN-CHN-01,Davis Cup QLS R1: JPN vs CHN,Hard,4,D,20190201,5,106121,,,Taro Daniel,R,,JPN,26.0013689254,104810,,,Zhe Li,R,,CHN,32.3559206023,6-3 6-7(4) 6-3,3,RR,164.0,4.0,5.0,93.0,50.0,31.0,28.0,15.0,10.0,13.0,4.0,0.0,112.0,75.0,39.0,23.0,15.0,9.0,16.0,69.0,726.0,262.0,177.0
2768,2019-M-DC-2019-QLS-M-KAZ-POR-01,Davis Cup QLS R1: KAZ vs POR,Hard,4,D,20190201,1,122330,,,Alexander Bublik,R,,KAZ,21.6153319644,105311,,,Joao Sousa,R,185.0,POR,29.8316221766,6-7(1) 6-4 6-4,3,RR,142.0,25.0,6.0,97.0,57.0,46.0,23.0,16.0,4.0,4.0,4.0,3.0,115.0,71.0,48.0,27.0,16.0,7.0,9.0,171.0,310.0,39.0,1062.0
